customer_id,age,income,tenure_months,orders,avg_order_value,discount_pct,support_tickets,web_sessions,email_open_rate,days_since_purchase,rating,channel,category,sentiment,feedback_theme,feedback,revenue,churn,priority_score,recommended_action
13022,43,93717.0,42,8,124.12,3.73,3,11,0.642,177,1.6,Web,Electronics,Negative,Product Quality,The customer raised concerns about product quality and durability.,992.93,0,0.6757666666666666,Cross-sell
16080,48,82574.0,14,5,124.49,25.42,4,10,0.408,172,3.3,Email,Apparel,Neutral,Features,The customer discussed missing features and requested improvements.,622.47,1,0.6754833333333333,Engagement reminder
15542,61,84900.0,34,4,98.44,26.7,4,12,0.268,156,3.1,Store,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,393.76,0,0.6754277777777778,Engagement reminder
11624,42,42892.0,58,9,122.16,39.87,8,6,0.706,169,4.5,Store,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,1099.46,1,0.6753277777777777,Cross-sell
17057,18,66746.0,56,7,161.79,7.01,4,12,0.182,165,4.1,Store,Beauty,Positive,Features,The customer discussed missing features and requested improvements.,1132.53,1,0.6751277777777779,Cross-sell
14061,56,85515.0,64,4,98.46,33.44,3,9,0.34,168,2.7,Email,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,393.85,1,0.6749166666666666,Engagement reminder
11109,35,104609.0,68,7,62.69,0.23,3,11,0.297,163,2.7,Store,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,438.84,1,0.6724055555555555,Cross-sell
12620,42,69332.0,51,8,82.14,33.37,5,9,0.495,171,3.6,Mobile,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,657.14,1,0.6723888888888889,Cross-sell
12236,61,63750.0,26,5,108.44,23.99,4,5,0.298,159,3.2,Email,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,542.19,0,0.6723444444444444,Engagement reminder
15901,35,80324.0,11,6,138.04,1.2,4,9,0.447,174,3.3,Web,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,828.25,1,0.6721277777777778,Cross-sell
12037,40,58529.0,20,4,121.05,31.82,2,16,0.32,177,2.7,Email,Sports,Neutral,Availability,The customer mentioned stock availability and product access.,484.21,1,0.671138888888889,Engagement reminder
17034,66,58794.0,2,6,91.52,15.17,3,10,0.305,154,2.2,Web,Beauty,Negative,Returns,"The customer asked about returns, refunds, or the return process.",549.1,1,0.6695555555555555,Cross-sell
13922,30,68881.0,57,7,110.21,38.37,3,6,0.081,164,4.0,Web,Apparel,Positive,Product Quality,The customer raised concerns about product quality and durability.,771.5,1,0.6690777777777778,Cross-sell
14885,44,48664.0,61,11,79.91,23.22,2,12,0.56,177,1.5,Email,Beauty,Negative,Delivery,The customer mentioned delayed delivery and tracking concerns.,879.03,0,0.6681388888888888,Cross-sell
17912,27,84022.0,34,10,144.1,3.47,2,13,0.285,174,2.8,Web,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,1440.97,0,0.6677222222222223,Cross-sell
17100,34,56046.0,14,3,76.25,37.03,3,8,0.233,177,4.0,Mobile,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,228.76,1,0.6675666666666666,Engagement reminder
10046,22,46491.0,39,4,138.71,27.6,1,11,0.367,175,1.7,Email,Home,Negative,Support,The customer described a slow or unsatisfactory support experience.,554.84,1,0.6670166666666667,Engagement reminder
15339,43,57442.0,34,9,106.05,15.07,2,11,0.525,180,1.9,Web,Sports,Negative,Price,The customer said the price was high and asked for a better offer.,954.48,0,0.6668055555555555,Cross-sell
12662,22,51004.0,12,5,91.51,4.05,6,14,0.686,156,2.6,Web,Home,Neutral,Features,The customer discussed missing features and requested improvements.,457.55,0,0.6661333333333332,Engagement reminder
15898,62,91217.0,55,4,19.49,14.97,2,11,0.346,170,2.3,Store,Home,Negative,Price,The customer said the price was high and asked for a better offer.,77.95,1,0.6653833333333334,Engagement reminder
11227,60,57331.0,25,6,81.05,5.91,1,12,0.328,179,2.2,Web,Apparel,Negative,Returns,"The customer asked about returns, refunds, or the return process.",486.31,1,0.6649555555555555,Cross-sell
10810,61,77941.0,67,7,138.41,23.85,3,13,0.321,173,3.4,Web,Home,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",968.9,0,0.6635777777777778,Cross-sell
12691,59,63911.0,52,5,142.2,4.16,6,6,0.658,159,3.0,Store,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,711.02,0,0.6634,Engagement reminder
17904,54,89387.0,4,3,64.26,16.36,3,11,0.333,170,3.2,Email,Home,Neutral,Features,The customer discussed missing features and requested improvements.,192.77,1,0.6620111111111111,Engagement reminder
10129,56,112454.0,71,6,92.23,22.28,6,12,0.309,142,3.9,Mobile,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,553.4,1,0.6616722222222222,Cross-sell
14836,68,77077.0,18,10,102.19,22.73,2,4,0.266,178,3.3,Email,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,1021.86,1,0.6616611111111111,Cross-sell
17429,25,85175.0,13,5,81.07,17.8,5,10,0.283,157,4.2,Email,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,405.36,1,0.6611777777777779,Engagement reminder
12460,65,84668.0,36,4,121.76,30.5,5,9,0.584,179,3.9,Mobile,Electronics,Neutral,Availability,The customer mentioned stock availability and product access.,487.02,1,0.6611166666666667,Engagement reminder
10120,64,79399.0,61,4,134.85,15.9,4,6,0.376,154,2.8,Web,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",539.4,1,0.6606333333333333,Engagement reminder
12366,41,71880.0,14,11,83.25,12.03,4,12,0.504,179,3.6,Email,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,915.71,0,0.6605888888888889,Cross-sell
17311,19,55931.0,38,4,74.15,35.92,5,6,0.504,173,4.0,Web,Beauty,Positive,Product Quality,The customer raised concerns about product quality and durability.,296.6,1,0.6600333333333334,Engagement reminder
11588,31,90926.0,33,5,100.75,7.72,2,6,0.417,179,2.6,Email,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",503.75,0,0.6599333333333334,Engagement reminder
16353,37,79425.0,38,6,75.52,24.13,4,20,0.458,171,3.4,Web,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",453.13,0,0.6595111111111112,Cross-sell
15850,36,41574.0,24,6,129.2,18.81,5,11,0.724,174,2.9,Store,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,775.23,0,0.6595055555555556,Cross-sell
13529,30,65058.0,30,6,47.1,29.46,1,10,0.356,179,2.2,Store,Beauty,Negative,Delivery,The customer mentioned delayed delivery and tracking concerns.,282.6,0,0.6593555555555556,Cross-sell
11476,67,38923.0,68,4,159.9,28.92,5,10,0.68,180,3.5,Store,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,639.61,1,0.6591388888888889,Engagement reminder
10277,18,49716.0,65,7,98.66,28.51,4,12,0.422,149,2.3,Mobile,Electronics,Negative,Availability,The customer mentioned stock availability and product access.,690.61,1,0.6590722222222223,Cross-sell
11719,55,81641.0,18,5,111.57,37.26,1,7,0.325,171,1.9,Mobile,Sports,Negative,Availability,The customer mentioned stock availability and product access.,557.87,0,0.6590277777777778,Engagement reminder
16923,68,39056.0,49,3,77.65,6.94,4,9,0.528,163,2.6,Mobile,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,232.94,0,0.6577333333333333,Engagement reminder
12977,41,55536.0,40,8,60.42,2.5,2,13,0.406,177,2.6,Email,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,483.36,0,0.6576888888888889,Cross-sell
13377,45,61215.0,47,8,98.03,13.7,2,16,0.218,180,3.8,Mobile,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",784.24,1,0.6569555555555556,Cross-sell
13697,58,54168.0,69,1,67.48,32.94,6,10,0.871,175,3.0,Web,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,67.48,1,0.6563555555555556,Engagement reminder
16094,53,100604.0,47,4,143.94,14.47,2,8,0.309,176,3.1,Email,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,575.75,0,0.6561166666666667,Engagement reminder
14273,57,86297.0,2,3,73.02,39.52,2,19,0.416,177,2.6,Mobile,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,219.05,1,0.6556888888888889,Engagement reminder
15790,63,67449.0,33,2,73.52,32.23,4,9,0.535,166,2.8,Email,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,147.04,0,0.6555000000000001,Engagement reminder
12852,62,78792.0,28,9,81.45,14.04,4,14,0.406,151,2.6,Web,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,733.02,1,0.6554666666666666,Cross-sell
12746,28,63385.0,51,9,182.7,1.17,2,10,0.35,176,2.9,Web,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,1644.3,1,0.6554166666666666,Cross-sell
15711,28,74844.0,63,7,54.57,16.82,3,9,0.477,163,2.2,Store,Home,Negative,Delivery,The customer mentioned delayed delivery and tracking concerns.,381.97,1,0.6551555555555555,Cross-sell
11291,53,58257.0,10,4,117.67,8.44,4,10,0.578,168,2.7,Email,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,470.69,1,0.6550944444444444,Engagement reminder
16545,27,57059.0,45,7,83.33,15.75,4,14,0.527,165,2.8,Mobile,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,583.34,0,0.6548777777777778,Cross-sell
14647,19,88492.0,16,5,76.69,6.84,0,12,0.29,175,1.7,Web,Beauty,Negative,Returns,"The customer asked about returns, refunds, or the return process.",383.45,0,0.6546388888888889,Engagement reminder
14011,26,44335.0,28,6,97.62,22.8,5,14,0.327,158,4.2,Email,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,585.73,0,0.6546000000000001,Cross-sell
12136,53,61862.0,43,7,74.18,23.6,5,11,0.448,167,4.1,Web,Apparel,Positive,Product Quality,The customer raised concerns about product quality and durability.,519.28,1,0.6541500000000001,Cross-sell
11298,67,74853.0,7,9,111.01,12.9,3,11,0.489,177,3.0,Web,Home,Neutral,Features,The customer discussed missing features and requested improvements.,999.13,1,0.6538666666666666,Cross-sell
12841,23,79250.0,67,3,40.19,3.19,4,7,0.588,170,2.8,Mobile,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,120.57,1,0.6537888888888889,Engagement reminder
11820,64,29046.0,30,6,46.95,4.73,4,4,0.321,151,3.1,Email,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,281.72,0,0.6537166666666667,Cross-sell
16915,47,67583.0,21,8,44.0,4.75,3,15,0.434,177,3.3,Store,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,352.0,0,0.6536166666666666,Cross-sell
10042,59,50170.0,32,12,110.49,9.51,3,10,0.541,178,2.8,Mobile,Apparel,Neutral,Support,The customer described a slow or unsatisfactory support experience.,1325.82,1,0.6531888888888889,Cross-sell
16966,57,55141.0,10,9,76.9,37.65,4,10,0.69,177,2.7,Email,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,692.06,0,0.6526944444444445,Cross-sell
12133,64,25836.0,43,8,130.57,6.59,4,12,0.554,173,3.2,Mobile,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,1044.58,0,0.6522555555555556,Cross-sell
14067,40,34838.0,71,3,71.21,39.26,5,7,0.772,175,2.9,Mobile,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",213.64,0,0.6521277777777778,Engagement reminder
13058,51,81561.0,62,2,103.94,18.92,3,5,0.427,179,3.5,Web,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,207.89,0,0.6519611111111111,Engagement reminder
15153,18,61636.0,58,3,113.64,31.5,4,12,0.53,172,3.3,Mobile,Home,Neutral,Support,The customer described a slow or unsatisfactory support experience.,340.91,1,0.6510833333333333,Engagement reminder
17681,57,81662.0,43,6,57.82,39.98,2,13,0.533,180,2.3,Email,Sports,Negative,Price,The customer said the price was high and asked for a better offer.,346.9,0,0.6502055555555557,Cross-sell
17821,57,96918.0,19,4,104.93,22.9,3,9,0.448,175,3.2,Web,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",419.72,0,0.6501222222222223,Engagement reminder
12284,46,48465.0,18,7,98.89,28.61,4,7,0.467,169,3.5,Email,Home,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",692.26,0,0.6495166666666667,Cross-sell
11721,24,68555.0,36,7,110.73,7.81,3,12,0.556,179,2.9,Web,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,775.08,0,0.648661111111111,Cross-sell
14283,19,87233.0,48,8,128.77,27.55,6,8,0.657,169,4.0,Mobile,Home,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,1030.19,0,0.6483222222222222,Cross-sell
15789,24,72551.0,71,5,111.72,15.56,4,9,0.386,156,3.2,Store,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,558.62,1,0.6480777777777778,Engagement reminder
13107,53,54733.0,4,3,68.17,35.65,2,6,0.38,170,2.6,Email,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,204.51,1,0.6473333333333333,Engagement reminder
15626,25,84055.0,20,7,97.85,4.82,3,7,0.441,173,3.2,Email,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,684.95,1,0.6470777777777778,Cross-sell
17042,56,46397.0,36,6,130.56,36.34,3,17,0.323,164,3.3,Email,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,783.35,1,0.6469277777777778,Cross-sell
10235,33,43014.0,15,6,40.85,20.61,5,10,0.481,165,4.0,Email,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,245.11,1,0.6468555555555555,Cross-sell
15669,38,72689.0,15,5,89.37,21.86,4,10,0.324,168,4.3,Mobile,Apparel,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,446.86,1,0.6458944444444444,Engagement reminder
17446,44,42412.0,55,6,55.16,8.2,2,12,0.411,167,2.3,Mobile,Electronics,Negative,Delivery,The customer mentioned delayed delivery and tracking concerns.,330.94,0,0.6457166666666667,Cross-sell
17546,39,60205.0,45,6,52.24,14.2,3,11,0.429,171,3.2,Email,Home,Neutral,Support,The customer described a slow or unsatisfactory support experience.,313.46,1,0.6450333333333333,Cross-sell
16825,40,74494.0,56,5,96.37,24.01,4,9,0.325,171,4.5,Store,Apparel,Positive,Availability,The customer mentioned stock availability and product access.,481.87,1,0.6448611111111111,Engagement reminder
14259,28,85602.0,29,4,123.54,1.61,3,7,0.437,180,3.7,Store,Apparel,Neutral,Availability,The customer mentioned stock availability and product access.,494.17,1,0.6446833333333333,Engagement reminder
10663,61,79345.0,44,11,105.23,8.54,3,9,0.403,165,3.0,Web,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,1157.56,0,0.6444,Cross-sell
15753,35,67565.0,66,3,87.74,26.16,3,15,0.345,180,4.2,Web,Apparel,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,263.22,0,0.6443333333333334,Engagement reminder
10126,23,51658.0,19,2,52.04,20.39,4,10,0.493,179,4.1,Web,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,104.08,1,0.644038888888889,Engagement reminder
16008,19,50142.0,52,2,79.67,25.94,1,12,0.425,180,2.3,Web,Electronics,Negative,Price,The customer said the price was high and asked for a better offer.,159.33,1,0.6440277777777779,Engagement reminder
12264,69,47080.0,65,9,93.95,0.69,5,6,0.309,138,3.4,Web,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,845.54,0,0.6437555555555556,Cross-sell
17307,50,69447.0,54,8,66.87,22.13,3,11,0.404,163,2.9,Email,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,534.96,0,0.6435055555555556,Cross-sell
10733,50,80653.0,1,4,127.2,6.85,7,9,0.555,162,5.0,Web,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,508.82,0,0.6434444444444445,Engagement reminder
17375,60,70891.0,33,7,59.78,9.21,4,8,0.352,159,3.7,Mobile,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,418.47,0,0.6427944444444444,Cross-sell
13126,48,54526.0,41,7,111.97,25.02,3,9,0.701,174,2.0,Store,Apparel,Negative,Availability,The customer mentioned stock availability and product access.,783.8,1,0.6423000000000001,Cross-sell
16418,51,78918.0,24,8,109.99,20.81,3,8,0.249,162,3.7,Email,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,879.92,0,0.6422833333333333,Cross-sell
16750,32,29728.0,5,5,94.66,32.53,1,9,0.316,176,2.7,Web,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,473.28,0,0.6419388888888888,Engagement reminder
13839,47,94434.0,43,8,126.16,35.14,4,9,0.562,179,3.8,Email,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,1009.27,1,0.641488888888889,Cross-sell
12885,27,40743.0,9,6,83.55,13.96,1,9,0.42,175,2.1,Web,Sports,Negative,Product Quality,The customer raised concerns about product quality and durability.,501.29,1,0.6414166666666667,Cross-sell
15680,23,64348.0,6,8,74.87,35.78,4,10,0.705,180,3.1,Mobile,Beauty,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",598.96,0,0.6413611111111112,Cross-sell
13842,35,95634.0,68,5,76.82,38.66,3,11,0.396,173,3.6,Email,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,384.08,1,0.6410777777777777,Engagement reminder
15144,47,121165.0,16,6,52.7,32.74,2,10,0.353,158,2.2,Email,Apparel,Negative,Product Quality,The customer raised concerns about product quality and durability.,316.22,0,0.6410666666666667,Cross-sell
12827,47,74361.0,9,1,111.88,16.65,2,13,0.237,161,3.0,Web,Beauty,Neutral,Support,The customer described a slow or unsatisfactory support experience.,111.88,1,0.6409333333333334,Engagement reminder
10845,61,68561.0,43,6,85.27,17.12,1,12,0.481,175,1.8,Mobile,Sports,Negative,Price,The customer said the price was high and asked for a better offer.,511.63,1,0.6404666666666666,Cross-sell
15834,47,65542.0,26,5,115.16,2.02,3,11,0.524,169,2.7,Web,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,575.82,0,0.6403388888888888,Engagement reminder
11439,24,80823.0,44,6,118.43,25.21,3,10,0.418,166,3.1,Web,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,710.56,0,0.6398722222222223,Cross-sell
16872,20,60670.0,12,4,65.75,30.91,2,8,0.306,170,3.2,Mobile,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,262.99,0,0.6396333333333334,Engagement reminder
15748,49,78200.0,6,5,66.63,7.7,2,11,0.277,169,3.3,Mobile,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,333.17,1,0.639461111111111,Engagement reminder
14282,49,50676.0,55,3,86.87,2.41,3,9,0.685,178,2.4,Web,Home,Negative,Delivery,The customer mentioned delayed delivery and tracking concerns.,260.6,1,0.6393888888888889,Engagement reminder
13450,67,55555.0,64,7,131.62,14.0,3,7,0.31,151,2.8,Store,Beauty,Neutral,Support,The customer described a slow or unsatisfactory support experience.,921.33,0,0.6393888888888889,Cross-sell
15063,57,85637.0,27,4,84.25,3.49,2,6,0.349,167,2.8,Mobile,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,337.0,1,0.6393666666666667,Engagement reminder
16150,68,56192.0,37,6,128.61,19.48,2,10,0.401,180,3.3,Web,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,771.63,0,0.6391055555555556,Cross-sell
11027,54,48173.0,45,11,107.18,27.79,2,7,0.561,179,2.4,Email,Electronics,Negative,Availability,The customer mentioned stock availability and product access.,1178.93,1,0.6386333333333334,Cross-sell
15517,19,64025.0,38,7,118.07,20.14,4,16,0.571,175,3.6,Web,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",826.49,0,0.6383,Cross-sell
11943,50,46257.0,14,5,60.74,16.88,2,13,0.378,174,3.1,Email,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,303.71,1,0.6378722222222224,Engagement reminder
14311,44,26072.0,16,13,73.88,7.05,2,13,0.34,179,3.6,Mobile,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,960.42,1,0.6378333333333334,Cross-sell
12848,36,57153.0,63,7,138.55,19.33,6,12,0.566,134,2.7,Mobile,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,969.87,1,0.6374944444444444,Cross-sell
13911,49,60367.0,43,7,80.28,13.19,2,8,0.485,175,2.6,Mobile,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,561.95,0,0.6374444444444444,Cross-sell
16277,39,71709.0,65,4,114.21,22.71,2,14,0.281,165,3.1,Web,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,456.82,1,0.6372722222222224,Engagement reminder
11952,64,46342.0,3,3,80.6,32.32,3,9,0.531,180,3.4,Email,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,241.8,1,0.6371333333333333,Engagement reminder
11217,59,72777.0,58,3,117.5,31.52,4,17,0.466,170,3.9,Mobile,Home,Neutral,Features,The customer discussed missing features and requested improvements.,352.49,0,0.6369388888888889,Engagement reminder
15289,27,56319.0,72,9,72.47,8.3,3,10,0.377,171,3.7,Web,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,652.22,0,0.6366833333333333,Cross-sell
14463,58,60013.0,52,7,65.45,15.26,3,14,0.486,174,3.3,Mobile,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",458.13,0,0.63655,Cross-sell
16037,63,68988.0,60,5,36.48,15.99,2,13,0.517,179,2.7,Email,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,182.38,0,0.6361833333333333,Engagement reminder
17667,23,74297.0,15,9,90.67,38.59,5,8,0.385,153,4.1,Email,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,816.05,0,0.635638888888889,Cross-sell
13043,60,73221.0,29,8,141.84,6.0,2,8,0.322,166,3.0,Web,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,1134.72,0,0.6350444444444445,Cross-sell
14686,30,110355.0,5,3,133.95,10.02,2,12,0.329,170,3.2,Mobile,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,401.84,1,0.6350333333333333,Engagement reminder
11443,63,53138.0,59,5,119.47,35.65,4,5,0.615,169,3.1,Store,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,597.36,1,0.6349166666666668,Engagement reminder
