customer_id,age,income,tenure_months,orders,avg_order_value,discount_pct,support_tickets,web_sessions,email_open_rate,days_since_purchase,rating,channel,category,sentiment,feedback_theme,feedback,revenue,churn
12387,54,58099.0,17,4,45.5,36.49,1,5,0.552,78,2.3,Email,Electronics,Negative,Product Quality,The customer raised concerns about product quality and durability.,182.01,0
11326,30,63152.0,19,7,18.0,37.65,2,7,0.694,12,3.2,Store,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",126.0,0
17736,48,74825.0,23,6,61.13,25.74,1,10,0.563,58,3.6,Mobile,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,366.81,0
15824,67,71846.0,32,6,82.28,16.36,2,9,0.416,121,4.1,Store,Sports,Positive,Returns,"The customer asked about returns, refunds, or the return process.",493.65,0
17359,34,61401.0,30,8,59.47,9.99,2,10,0.65,115,3.4,Store,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,475.74,0
12260,33,62059.0,39,4,94.31,3.99,2,11,0.859,124,3.4,Web,Apparel,Neutral,Availability,The customer mentioned stock availability and product access.,377.24,0
15087,61,78451.0,55,7,143.72,22.12,2,19,0.755,106,3.4,Mobile,Home,Neutral,Features,The customer discussed missing features and requested improvements.,1006.06,0
14834,48,76530.0,60,5,53.12,12.56,0,10,0.79,137,2.7,Mobile,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,265.58,0
16022,55,66305.0,69,4,97.74,23.6,3,11,0.722,163,5.0,Email,Sports,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,390.96,0
10945,49,88692.0,26,4,123.63,33.77,1,11,0.759,113,3.2,Store,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,494.5,0
14122,55,21017.0,21,9,126.44,30.88,2,5,0.507,54,3.3,Web,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,1137.98,0
15157,30,89662.0,68,3,42.55,18.74,1,14,0.273,113,4.1,Web,Electronics,Positive,Support,The customer described a slow or unsatisfactory support experience.,127.64,0
16608,44,40144.0,54,5,138.49,37.59,4,7,0.473,134,2.6,Email,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,692.45,0
15249,19,64526.0,71,6,88.99,39.32,0,6,0.589,154,4.2,Web,Sports,Positive,Product Quality,The customer raised concerns about product quality and durability.,533.94,0
13588,47,58872.0,24,7,73.43,13.56,2,9,0.707,138,2.8,Store,Apparel,Neutral,Features,The customer discussed missing features and requested improvements.,514.02,0
13682,20,62495.0,1,8,102.44,19.86,1,16,0.65,58,4.2,Web,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,819.53,0
12711,41,46768.0,46,2,107.46,11.69,5,6,0.69,25,3.2,Email,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,214.93,0
11258,40,56821.0,55,7,77.81,1.88,1,11,0.904,137,3.8,Web,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,544.67,0
12224,43,53113.0,47,3,71.27,29.57,2,10,0.545,46,4.1,Mobile,Beauty,Positive,Support,The customer described a slow or unsatisfactory support experience.,213.8,0
11170,35,83016.0,36,8,137.13,1.36,2,17,0.514,33,3.5,Web,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,1097.04,0
11811,66,40522.0,24,6,143.19,21.51,1,8,0.642,105,3.7,Store,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,859.15,0
16831,46,82006.0,47,8,61.51,21.77,0,8,0.819,82,3.2,Email,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,492.12,0
14207,65,55610.0,13,4,70.57,20.71,0,11,0.729,119,3.0,Email,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,282.28,0
10733,37,64994.0,32,7,84.81,37.81,1,11,0.683,74,3.4,Web,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,593.64,0
13448,32,84514.0,41,5,114.67,31.42,0,4,0.353,30,2.5,Mobile,Sports,Negative,Price,The customer said the price was high and asked for a better offer.,573.34,0
12167,68,98889.0,20,6,58.62,37.34,2,19,0.29,133,3.8,Web,Apparel,Neutral,Availability,The customer mentioned stock availability and product access.,351.69,1
15306,62,57639.0,60,6,112.84,7.54,0,7,0.252,23,4.4,Mobile,Beauty,Positive,Returns,"The customer asked about returns, refunds, or the return process.",677.03,0
16643,59,29650.0,22,10,100.39,38.0,1,15,0.533,174,3.6,Web,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,1003.9,0
10103,64,85280.0,21,5,133.21,25.65,1,10,0.731,3,3.6,Web,Electronics,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",666.05,0
13727,24,58206.0,21,5,93.45,28.02,4,13,0.705,48,3.9,Email,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,467.26,0
13582,63,89092.0,33,7,61.3,39.01,2,7,0.555,143,5.0,Web,Apparel,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,429.1,0
17926,27,89190.0,25,7,56.23,23.32,1,12,0.724,62,4.9,Web,Home,Positive,Support,The customer described a slow or unsatisfactory support experience.,393.6,0
12922,29,84088.0,7,7,23.03,8.14,1,10,0.692,177,3.9,Email,Electronics,Neutral,Features,The customer discussed missing features and requested improvements.,161.22,0
11322,40,77385.0,53,5,81.37,9.8,0,16,0.532,8,2.7,Email,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",406.84,0
11564,65,58939.0,25,5,138.99,4.42,2,7,0.433,33,4.2,Email,Apparel,Positive,Returns,"The customer asked about returns, refunds, or the return process.",694.96,0
13821,52,61333.0,11,6,113.4,26.73,3,10,0.49,85,3.9,Mobile,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,680.39,0
14759,22,74298.0,39,8,89.71,10.08,2,13,0.406,160,3.1,Store,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,717.7,0
12613,34,21161.0,41,5,90.37,26.17,0,5,0.573,86,3.5,Store,Electronics,Neutral,Availability,The customer mentioned stock availability and product access.,451.87,0
13483,42,84745.0,43,6,62.77,4.84,1,7,0.827,40,3.7,Mobile,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,376.59,0
15307,60,56700.0,25,9,65.07,39.34,3,10,0.71,23,3.9,Web,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,585.6,0
12400,52,80999.0,43,4,86.3,31.63,2,12,0.589,37,2.7,Email,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,345.21,0
17718,45,47914.0,65,5,80.77,23.54,1,9,0.72,152,3.4,Email,Apparel,Neutral,Availability,The customer mentioned stock availability and product access.,403.84,0
11676,29,53508.0,16,4,39.46,17.8,1,11,0.606,60,3.2,Web,Sports,Neutral,Availability,The customer mentioned stock availability and product access.,157.85,0
17482,59,56694.0,52,3,97.84,33.55,0,10,0.538,142,4.1,Mobile,Home,Positive,Price,The customer said the price was high and asked for a better offer.,293.52,0
16997,56,63507.0,61,6,85.38,30.98,1,9,0.91,37,4.3,Web,Sports,Positive,Price,The customer said the price was high and asked for a better offer.,512.26,0
17656,31,95040.0,24,3,99.49,34.82,0,10,0.804,153,3.4,Web,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,298.48,0
16380,34,53105.0,4,3,76.03,31.44,2,7,0.849,61,3.8,Web,Apparel,Neutral,Price,The customer said the price was high and asked for a better offer.,228.09,0
14230,22,102902.0,23,6,137.0,35.3,2,10,0.6,41,3.1,Web,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,822.02,0
14854,18,110005.0,37,10,152.7,12.26,0,13,0.73,127,3.7,Email,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,1526.96,0
11654,50,54776.0,18,6,145.48,15.68,2,10,0.477,85,3.0,Web,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,872.88,1
12761,51,79810.0,28,3,73.38,38.44,1,12,0.795,47,4.0,Mobile,Home,Positive,Support,The customer described a slow or unsatisfactory support experience.,220.14,0
13706,55,53136.0,66,2,53.09,6.16,3,7,0.613,155,4.2,Mobile,Home,Positive,Features,The customer discussed missing features and requested improvements.,106.17,1
17575,18,62968.0,34,11,91.04,39.16,1,13,0.856,112,4.0,Email,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,1001.4,0
16359,41,45625.0,56,6,71.49,19.38,2,7,0.472,53,4.3,Web,Home,Positive,Returns,"The customer asked about returns, refunds, or the return process.",428.93,0
14508,51,72180.0,32,4,61.13,25.05,1,13,0.285,11,3.2,Email,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,244.51,0
14761,31,75353.0,17,6,136.25,6.05,2,10,0.755,60,4.7,Mobile,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,817.49,0
13463,28,72268.0,42,8,112.87,35.53,0,11,0.801,11,2.4,Email,Apparel,Negative,Support,The customer described a slow or unsatisfactory support experience.,902.96,0
13356,67,77916.0,11,5,81.62,36.05,1,13,0.89,35,3.8,Store,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,408.09,0
17204,68,58611.0,51,6,67.2,8.92,0,12,0.803,108,4.3,Mobile,Apparel,Positive,Support,The customer described a slow or unsatisfactory support experience.,403.19,0
10034,49,44121.0,52,7,55.79,12.39,0,10,0.81,126,2.9,Email,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,390.56,0
12555,55,77897.0,58,6,103.68,1.01,1,9,0.765,36,3.5,Email,Apparel,Neutral,Support,The customer described a slow or unsatisfactory support experience.,622.07,0
13267,68,44339.0,65,5,119.7,22.59,3,12,0.341,26,4.7,Web,Beauty,Positive,Returns,"The customer asked about returns, refunds, or the return process.",598.5,0
15568,51,66667.0,43,4,78.7,5.34,4,13,0.55,97,4.4,Web,Apparel,Positive,Availability,The customer mentioned stock availability and product access.,314.82,0
13296,24,87227.0,44,4,96.46,38.21,0,7,0.473,101,5.0,Mobile,Apparel,Positive,Support,The customer described a slow or unsatisfactory support experience.,385.82,0
12511,18,87887.0,70,10,106.95,36.62,0,11,0.719,45,3.5,Mobile,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,1069.47,0
10627,57,79977.0,7,2,105.05,2.46,3,5,0.83,179,3.3,Web,Sports,Neutral,Availability,The customer mentioned stock availability and product access.,210.09,1
12093,38,85943.0,66,6,88.8,4.81,0,6,0.307,164,2.2,Mobile,Beauty,Negative,Price,The customer said the price was high and asked for a better offer.,532.79,0
10846,60,37751.0,40,3,79.77,4.31,0,10,0.494,51,4.8,Web,Home,Positive,Price,The customer said the price was high and asked for a better offer.,239.32,0
15607,36,79483.0,24,4,134.99,19.52,0,7,0.438,33,3.1,Email,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,539.94,0
13423,38,71356.0,29,5,81.44,27.25,1,11,0.806,162,4.2,Email,Electronics,Positive,Product Quality,The customer raised concerns about product quality and durability.,407.2,0
11824,68,76258.0,52,5,103.28,17.47,1,8,0.835,20,4.7,Email,Home,Positive,Features,The customer discussed missing features and requested improvements.,516.38,0
14321,44,56773.0,42,4,50.8,30.62,2,11,0.754,34,4.1,Email,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,203.21,0
13945,65,70192.0,28,6,31.95,33.07,2,12,0.526,163,4.5,Email,Electronics,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,191.68,0
13783,31,51617.0,41,9,104.96,5.58,3,7,0.607,145,2.7,Mobile,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,944.67,1
14641,25,50225.0,42,7,74.3,39.54,2,12,0.435,58,4.4,Web,Apparel,Positive,Price,The customer said the price was high and asked for a better offer.,520.1,0
15014,23,41232.0,1,4,125.34,31.38,0,8,0.507,66,4.3,Web,Sports,Positive,Price,The customer said the price was high and asked for a better offer.,501.36,1
11512,49,56080.0,22,3,58.68,26.37,0,14,0.562,62,4.7,Mobile,Home,Positive,Returns,"The customer asked about returns, refunds, or the return process.",176.03,0
11241,38,47835.0,19,8,46.39,20.02,2,8,0.599,54,4.1,Mobile,Beauty,Positive,Availability,The customer mentioned stock availability and product access.,371.13,0
15850,68,43630.0,24,12,106.24,28.76,0,10,0.762,76,3.9,Web,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",1274.9,0
17782,54,82943.0,10,7,153.05,36.63,2,14,0.502,1,2.5,Mobile,Apparel,Neutral,Features,The customer discussed missing features and requested improvements.,1071.38,0
14388,35,77306.0,67,6,87.34,1.99,3,12,0.77,3,4.3,Web,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,524.04,0
13607,54,48344.0,69,2,66.31,34.09,2,9,0.719,93,3.3,Email,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,132.62,0
14973,64,74335.0,7,2,129.85,38.39,1,11,0.558,162,3.6,Web,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,259.7,0
10278,28,54280.0,16,9,126.31,22.09,2,8,0.606,119,3.2,Email,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,1136.8,0
12978,18,66287.0,4,2,61.79,4.39,1,7,0.767,12,5.0,Mobile,Beauty,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,123.58,0
12871,25,74043.0,31,5,43.49,29.84,1,16,0.568,122,4.5,Email,Home,Positive,Features,The customer discussed missing features and requested improvements.,217.43,0
13362,30,70907.0,50,7,103.82,11.17,0,13,0.691,101,3.4,Mobile,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,726.73,0
15952,32,52200.0,41,4,56.75,16.51,2,10,0.453,157,4.7,Email,Beauty,Positive,Features,The customer discussed missing features and requested improvements.,227.01,0
13959,44,83970.0,5,5,63.27,27.0,1,10,0.856,118,3.1,Mobile,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,316.33,0
16847,46,66695.0,9,5,111.74,38.48,0,12,0.773,179,4.8,Web,Home,Positive,Availability,The customer mentioned stock availability and product access.,558.7,0
13760,20,58260.0,55,4,86.24,26.75,0,11,0.637,172,5.0,Web,Beauty,Positive,Returns,"The customer asked about returns, refunds, or the return process.",344.95,0
10272,38,29929.0,60,7,79.91,28.54,0,6,0.627,78,4.1,Mobile,Beauty,Positive,Returns,"The customer asked about returns, refunds, or the return process.",559.37,0
15406,18,52521.0,30,7,131.21,9.89,2,13,0.452,6,3.5,Web,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,918.46,0
16385,59,78796.0,14,3,104.46,19.75,0,12,0.605,112,2.8,Web,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,313.38,0
14618,64,75548.0,63,6,130.83,16.1,1,10,0.603,127,5.0,Mobile,Beauty,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,785.01,0
17501,47,85791.0,44,5,123.3,39.79,0,10,0.362,63,4.0,Web,Home,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",616.52,0
13331,49,45366.0,57,5,123.51,20.06,1,10,0.619,50,4.1,Web,Electronics,Positive,Product Quality,The customer raised concerns about product quality and durability.,617.53,0
16377,32,67897.0,49,6,56.19,32.16,2,8,0.617,17,4.0,Web,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,337.14,0
10015,21,84068.0,44,6,100.95,31.2,0,13,0.559,127,4.6,Email,Beauty,Positive,Price,The customer said the price was high and asked for a better offer.,605.7,0
10312,62,58627.0,49,4,105.12,11.27,0,8,0.571,166,4.5,Web,Apparel,Positive,Features,The customer discussed missing features and requested improvements.,420.48,1
16353,25,73086.0,41,6,53.88,26.59,0,9,0.452,54,4.0,Store,Sports,Neutral,Availability,The customer mentioned stock availability and product access.,323.25,0
16987,44,45168.0,33,10,69.31,19.06,3,9,0.759,39,3.9,Web,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,693.06,0
14156,35,58167.0,49,2,132.36,17.84,3,5,0.622,84,4.1,Store,Home,Positive,Returns,"The customer asked about returns, refunds, or the return process.",264.73,0
16022,66,78818.0,1,12,83.22,26.23,2,11,0.671,64,4.0,Email,Home,Positive,Features,The customer discussed missing features and requested improvements.,998.59,0
12613,30,78661.0,32,6,70.27,33.46,1,12,0.563,151,3.9,Store,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,421.61,1
15817,29,82920.0,23,6,84.06,21.32,2,12,0.432,175,3.6,Web,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,504.34,1
14000,27,110441.0,30,7,94.85,8.15,2,14,0.804,49,4.9,Store,Beauty,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,663.98,0
12429,64,67326.0,64,3,54.71,23.94,1,12,0.739,154,3.9,Store,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,164.13,0
10748,27,64711.0,8,9,81.77,39.14,0,4,0.825,168,3.9,Email,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,735.96,0
11398,44,113074.0,48,5,83.42,38.87,1,5,0.738,134,3.7,Email,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,417.08,0
17238,46,80553.0,68,9,83.73,5.08,3,8,0.593,86,5.0,Mobile,Home,Positive,Price,The customer said the price was high and asked for a better offer.,753.57,0
13551,57,58223.0,21,3,114.27,17.45,1,12,0.614,125,3.0,Mobile,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,342.81,0
17918,31,75994.0,20,5,96.57,1.13,2,12,0.64,89,4.0,Mobile,Beauty,Positive,Returns,"The customer asked about returns, refunds, or the return process.",482.83,0
12824,19,72633.0,35,6,153.36,3.15,1,13,0.502,132,4.4,Email,Apparel,Positive,Returns,"The customer asked about returns, refunds, or the return process.",920.14,0
10470,48,78408.0,60,7,100.83,33.0,2,10,0.597,144,3.3,Mobile,Home,Neutral,Availability,The customer mentioned stock availability and product access.,705.8,0
12050,20,72851.0,16,8,78.67,4.22,2,4,0.583,46,3.6,Web,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,629.35,0
12866,36,71017.0,61,6,55.91,24.25,2,8,0.617,112,4.5,Mobile,Home,Positive,Price,The customer said the price was high and asked for a better offer.,335.47,0
15609,19,79914.0,64,3,76.88,36.8,2,8,0.541,130,2.9,Web,Apparel,Neutral,Price,The customer said the price was high and asked for a better offer.,230.64,0
15841,25,83407.0,24,5,84.53,6.25,4,11,0.346,52,5.0,Mobile,Sports,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,422.64,0
15896,30,60260.0,8,7,99.53,17.67,2,12,0.515,119,3.5,Web,Home,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",696.74,0
12514,63,52353.0,51,7,142.07,0.74,4,16,0.845,86,4.5,Email,Home,Positive,Features,The customer discussed missing features and requested improvements.,994.51,0
13041,59,91232.0,43,6,74.71,15.39,1,9,0.769,9,3.8,Email,Home,Neutral,Availability,The customer mentioned stock availability and product access.,448.27,0
14537,44,48458.0,28,2,121.23,19.24,2,13,0.395,108,4.3,Web,Sports,Positive,Availability,The customer mentioned stock availability and product access.,242.46,0
14851,50,80130.0,58,3,59.2,36.89,1,13,0.825,4,4.4,Mobile,Apparel,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,177.59,0
13333,68,64622.0,6,5,73.76,39.47,1,9,0.773,11,4.0,Mobile,Sports,Positive,Features,The customer discussed missing features and requested improvements.,368.81,0
11522,29,86133.0,35,6,121.05,12.1,2,12,0.667,42,3.7,Email,Apparel,Neutral,Price,The customer said the price was high and asked for a better offer.,726.33,0
16194,24,79742.0,7,9,155.54,10.93,2,9,0.633,174,4.3,Email,Apparel,Positive,Availability,The customer mentioned stock availability and product access.,1399.85,0
14167,21,64477.0,28,7,94.43,32.38,3,11,0.822,163,3.8,Web,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,660.99,0
17668,51,64909.0,24,6,48.16,30.07,1,9,0.539,57,4.0,Mobile,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,288.96,0
17569,45,38911.0,72,5,134.58,28.08,1,11,0.663,49,4.1,Web,Home,Positive,Price,The customer said the price was high and asked for a better offer.,672.9,0
17108,53,101358.0,66,4,76.28,27.36,0,4,0.432,107,5.0,Mobile,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,305.11,0
17687,25,80391.0,30,4,123.69,9.24,1,11,0.602,155,3.9,Email,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,494.75,1
14968,62,50897.0,31,4,119.81,24.05,1,5,0.553,4,3.1,Web,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,479.23,0
12386,69,90125.0,40,9,55.32,29.86,1,10,0.81,170,4.9,Email,Apparel,Positive,Availability,The customer mentioned stock availability and product access.,497.86,0
11283,40,76996.0,71,7,113.28,29.64,0,12,0.248,33,3.1,Store,Apparel,Neutral,Support,The customer described a slow or unsatisfactory support experience.,792.98,1
10842,42,81912.0,8,8,63.49,20.02,2,9,0.733,21,3.1,Email,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,507.92,0
17577,35,93186.0,50,6,86.92,13.13,1,9,0.886,146,5.0,Web,Home,Positive,Availability,The customer mentioned stock availability and product access.,521.51,0
12163,24,116906.0,62,3,18.0,19.75,1,10,0.213,139,3.5,Mobile,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,54.0,0
10190,56,67015.0,39,7,116.39,14.4,1,14,0.52,137,3.6,Mobile,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,814.75,1
10301,26,61982.0,24,5,114.35,24.69,0,11,0.556,110,4.4,Mobile,Sports,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,571.74,0
12382,32,49391.0,39,6,50.95,19.83,2,10,0.813,152,3.7,Web,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,305.67,0
17836,52,106612.0,56,8,86.0,33.97,0,9,0.777,166,4.9,Web,Home,Positive,Availability,The customer mentioned stock availability and product access.,688.01,0
12253,38,50529.0,21,7,146.64,37.31,1,14,0.49,103,4.1,Store,Electronics,Positive,Support,The customer described a slow or unsatisfactory support experience.,1026.45,0
10817,65,80079.0,3,5,34.04,23.08,1,8,0.858,106,4.1,Web,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,170.19,0
15375,32,53287.0,61,5,108.16,5.31,0,10,0.601,108,3.6,Email,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,540.79,0
10478,58,60220.0,25,4,112.27,16.98,0,12,0.333,148,3.0,Web,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,449.09,0
13899,50,83847.0,18,3,56.28,29.89,2,10,0.444,160,2.3,Web,Sports,Negative,Product Quality,The customer raised concerns about product quality and durability.,168.84,1
10690,61,50218.0,56,4,121.39,9.32,2,7,0.813,93,4.3,Web,Electronics,Positive,Product Quality,The customer raised concerns about product quality and durability.,485.56,0
10744,58,89404.0,4,5,98.75,37.48,0,9,0.618,70,4.2,Mobile,Electronics,Positive,Returns,"The customer asked about returns, refunds, or the return process.",493.73,0
12881,28,41929.0,30,7,79.25,21.34,3,13,0.695,55,4.3,Store,Beauty,Positive,Price,The customer said the price was high and asked for a better offer.,554.77,0
10103,49,94025.0,21,5,96.05,8.92,4,14,0.557,53,2.8,Web,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,480.25,1
16805,46,80695.0,70,7,121.02,4.3,1,10,0.719,16,5.0,Web,Apparel,Positive,Features,The customer discussed missing features and requested improvements.,847.11,0
14835,30,98814.0,44,5,119.5,11.39,1,10,0.37,91,3.6,Email,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,597.52,0
17468,53,53870.0,23,7,76.66,19.54,1,15,0.706,79,3.9,Store,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,536.62,0
13932,57,58846.0,59,3,87.04,38.0,1,4,0.626,137,4.0,Store,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,261.13,1
14450,24,47282.0,27,8,65.62,22.67,1,17,0.422,121,3.4,Email,Home,Neutral,Features,The customer discussed missing features and requested improvements.,524.95,0
14812,59,70267.0,13,7,104.3,37.82,2,12,0.649,130,4.8,Web,Beauty,Positive,Support,The customer described a slow or unsatisfactory support experience.,730.13,0
13729,32,49403.0,59,7,58.82,4.63,2,9,0.654,132,4.0,Email,Apparel,Positive,Features,The customer discussed missing features and requested improvements.,411.74,0
14513,45,68948.0,6,8,109.55,28.88,2,6,0.51,34,4.2,Web,Apparel,Positive,Support,The customer described a slow or unsatisfactory support experience.,876.38,0
14580,21,71454.0,18,6,118.44,27.74,1,9,0.398,13,2.1,Web,Sports,Negative,Delivery,The customer mentioned delayed delivery and tracking concerns.,710.63,0
17124,55,35475.0,55,11,111.91,17.41,1,14,0.678,178,4.2,Store,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,1231.02,0
